idx,path_found,traj_success,contact_free,door_opened,door_width,door_height,x,y,z,rot_z,state_angle,axis_pos
22,True,True,True,True,0.31,0.66,-0.15065826514943753,0.6730529976464418,0.354,71.35488732547742,-10.783403517269598,-1.0
23,True,True,True,True,0.31,0.66,-0.045764600502950226,0.6774569433806295,0.354,81.56231304061788,-10.783403517269598,-1.0
24,True,True,True,True,0.31,0.66,-0.13433783909884794,0.6223938956205731,0.354,99.72028533826506,-10.783403517269598,-1.0
25,True,True,True,True,0.31,0.66,-0.28961162787425576,0.5405251272677485,0.354,89.77108989758065,-10.783403517269598,-1.0
26,True,True,True,True,0.31,0.66,-0.19537743386298434,0.6667701943967563,0.354,86.51975326219377,-10.783403517269598,-1.0
27,True,True,True,True,0.31,0.66,-0.04597785992952025,0.6401955763060427,0.354,95.48013997286958,-10.783403517269598,-1.0
28,True,True,True,True,0.31,0.66,-0.3227501054817652,0.623715255216468,0.354,73.70047613374358,-10.783403517269598,-1.0
29,True,True,True,True,0.31,0.66,-0.323137709126048,0.6164119854656711,0.354,81.77093351896657,-10.783403517269598,-1.0
30,False,False,True,False,0.31,0.66,-0.342644654178171,0.5732272748550757,0.354,86.0656651125965,-10.783403517269598,-1.0
31,True,True,True,True,0.31,0.66,-0.1349731083612744,0.6315065138002626,0.354,92.65640279592057,-10.783403517269598,-1.0
32,True,True,True,True,0.31,0.66,-0.27042607461401236,0.598956968619924,0.354,84.58967557206562,-10.783403517269598,-1.0
33,True,True,True,True,0.31,0.66,-0.26534778224292743,0.6578904970938975,0.354,87.6626235154184,-10.783403517269598,-1.0
34,True,True,True,True,0.31,0.66,-0.25916483050699113,0.5625506275935651,0.354,74.62055297191688,-10.783403517269598,-1.0
35,True,True,True,True,0.31,0.66,-0.04070940948568569,0.617772986220149,0.354,103.5198451727687,-10.783403517269598,-1.0
36,False,False,True,False,0.31,0.66,-0.024803669486282875,0.6879383876342842,0.354,108.01522175427897,-10.783403517269598,-1.0
37,True,True,True,True,0.31,0.66,-0.03222154327351873,0.6299648452403668,0.354,105.7489186919918,-10.783403517269598,-1.0
38,True,True,True,True,0.31,0.66,-0.010731558938701258,0.6694577898195742,0.354,85.1999907784189,-10.783403517269598,-1.0
39,True,True,True,True,0.31,0.66,-0.3014760529552422,0.5767882991756144,0.354,86.67512944740756,-10.783403517269598,-1.0
40,True,True,True,True,0.31,0.66,-0.16605029878184643,0.6213479399280402,0.354,105.77931427570418,-10.783403517269598,-1.0
41,True,True,True,True,0.31,0.66,-0.022306358772551382,0.6200150198921015,0.354,108.67693647065869,-10.783403517269598,-1.0
42,True,True,True,True,0.31,0.66,-0.10198654798270584,0.6854633015675274,0.354,85.67883658858568,-10.783403517269598,-1.0
43,True,True,True,True,0.31,0.66,-0.3101831627897973,0.6783914660464749,0.354,87.45965692161542,-10.783403517269598,-1.0
44,True,True,True,True,0.31,0.66,-0.325263400369126,0.6668852439138404,0.354,74.89914723422521,-10.783403517269598,-1.0
45,True,True,True,True,0.31,0.66,-0.0045115257224699334,0.6102631428783414,0.354,88.83944846494822,-10.783403517269598,-1.0
46,True,True,True,True,0.31,0.66,-0.09034466051964096,0.6081735462917562,0.354,107.65775039715868,-10.783403517269598,-1.0
47,False,False,True,False,0.31,0.66,-0.3291562413482223,0.6459943973302972,0.354,90.20302167121139,-10.783403517269598,-1.0
48,True,True,True,True,0.31,0.66,-0.2370652994745101,0.6317866100785585,0.354,90.62667111376105,-10.783403517269598,-1.0
49,True,True,True,True,0.31,0.66,-0.09305564182471288,0.6876563499197559,0.354,78.7983480690243,-10.783403517269598,-1.0
50,True,True,True,True,0.31,0.66,-0.11453084415347592,0.6639696456519433,0.354,95.82896562695294,-10.783403517269598,-1.0
51,True,True,True,True,0.31,0.66,-0.1343024357959561,0.6881780176040738,0.354,97.20979303602157,-10.783403517269598,-1.0
52,True,True,True,True,0.31,0.66,-0.2788249995904361,0.6247685779222568,0.354,101.57102349018152,-10.783403517269598,-1.0
53,True,True,True,True,0.31,0.66,-0.17909253962094848,0.6522435896784249,0.354,74.60373829166478,-10.783403517269598,-1.0
54,True,True,True,True,0.31,0.66,-0.02098740536626731,0.7095696235267112,0.354,103.3206535958902,-10.783403517269598,-1.0
55,True,True,True,True,0.31,0.66,-0.3286512825845959,0.6590384871530213,0.354,85.57071902243197,-10.783403517269598,-1.0
56,False,False,True,False,0.31,0.66,-0.19061692154967289,0.6996695048045944,0.354,82.81531937052547,-10.783403517269598,-1.0
57,True,True,True,True,0.31,0.66,-0.15836810350722125,0.6733019333009131,0.354,98.62367247750247,-10.783403517269598,-1.0
58,True,True,True,True,0.31,0.66,-0.34944858901434417,0.5535274589391903,0.354,78.18855110964417,-10.783403517269598,-1.0
59,True,True,True,True,0.31,0.66,-0.1988084175244609,0.6128528579117053,0.354,90.0613174750147,-10.783403517269598,-1.0
60,True,True,True,True,0.31,0.66,-0.22819299203552904,0.6187441502423305,0.354,98.8319931371444,-10.783403517269598,-1.0
61,True,True,True,True,0.31,0.66,-0.05639696845832315,0.6447516085510527,0.354,79.84667861731697,-10.783403517269598,-1.0
62,True,True,True,True,0.31,0.66,-0.2713411357096481,0.6861281772806362,0.354,72.40023102497575,-10.783403517269598,-1.0
63,True,True,True,True,0.31,0.66,-0.3109475208156787,0.61298599845691,0.354,94.8964061278199,-10.783403517269598,-1.0
64,True,True,True,True,0.31,0.66,-0.09031751331266119,0.6470421592765064,0.354,96.56611738432186,-10.783403517269598,-1.0
65,True,True,True,True,0.31,0.66,-0.30904729590694324,0.691404825038854,0.354,79.88702561001624,-10.783403517269598,-1.0
66,True,True,True,True,0.31,0.66,-0.0038806801406022773,0.6578534474682313,0.354,82.8483338618315,-10.783403517269598,-1.0
67,True,True,True,True,0.31,0.66,-0.0855736801403576,0.642516153953558,0.354,70.90561026671676,-10.783403517269598,-1.0
68,True,True,True,True,0.31,0.66,-0.2454556330914746,0.6138018117997681,0.354,105.30335782400738,-10.783403517269598,-1.0
69,True,True,True,True,0.31,0.66,-0.22539892807834866,0.6191642333434736,0.354,70.7188888092428,-10.783403517269598,-1.0
70,True,True,True,True,0.31,0.66,-0.3203171169563715,0.5473842271292766,0.354,77.1044334242157,-10.783403517269598,-1.0
71,True,True,True,True,0.31,0.66,-0.04374933418401428,0.6288692753579692,0.354,94.03702356634737,-10.783403517269598,-1.0
72,False,False,True,False,0.31,0.66,-0.26616098747013606,0.6401034023182769,0.354,71.3531434846491,-10.783403517269598,-1.0
73,True,True,True,True,0.31,0.66,-0.09447735665420154,0.631861801219419,0.354,80.78232846889311,-10.783403517269598,-1.0
74,True,True,True,True,0.31,0.66,-0.27669717664701343,0.5679499567744676,0.354,86.69849869140916,-10.783403517269598,-1.0
75,True,True,True,True,0.31,0.66,-0.2527224594129009,0.7009402008987582,0.354,98.99469281478777,-10.783403517269598,-1.0
76,True,True,True,True,0.31,0.66,-0.24212315652815375,0.618850187620194,0.354,104.11940390096305,-10.783403517269598,-1.0
77,True,True,True,True,0.31,0.66,-0.13333140313798744,0.6145212031786509,0.354,77.89892461386016,-10.783403517269598,-1.0
78,True,True,True,True,0.31,0.66,-0.09631047266783782,0.6153711428849501,0.354,105.00660700172526,-10.783403517269598,-1.0
79,True,True,True,True,0.31,0.66,-0.16577270446413522,0.6747034805529184,0.354,88.48266674782735,-10.783403517269598,-1.0
80,True,True,True,True,0.31,0.66,-0.2131172385654415,0.5843165783472862,0.354,80.50329627782406,-10.783403517269598,-1.0
81,True,True,True,True,0.31,0.66,-0.20361849300218887,0.6836089143806439,0.354,96.50896823092272,-10.783403517269598,-1.0
82,True,True,True,True,0.31,0.66,-0.1298629828329388,0.5957623021351295,0.354,103.86059561333334,-10.783403517269598,-1.0
83,True,True,True,True,0.31,0.66,-0.3483456620444961,0.6335337314860625,0.354,78.87268134548378,-10.783403517269598,-1.0
84,True,True,True,True,0.31,0.66,-0.18129261073347738,0.5929457494822334,0.354,72.93308341534488,-10.783403517269598,-1.0
