17	0.389749	0.004300	-0.920911	0.220389	-0.971367	0.088738	-0.894161	-0.237544	-0.379537	0.215587	0.230845	2.623939	1.000000	5.530701	2.104254
17	0.399708	-0.071166	-0.913876	0.211069	-0.963045	0.167312	-0.892011	-0.259767	-0.369916	0.200192	-0.584523	2.418005	1.000000	3.466351	1.914571
16	0.333796	-0.061098	-0.940663	0.230640	-0.962273	0.144344	-0.913994	-0.265136	-0.307111	0.209027	0.227834	2.595037	1.000000	5.499228	2.063660
16	0.348665	0.196349	-0.916449	0.224878	-0.966773	-0.121576	-0.909870	-0.163700	-0.381234	0.296339	-0.611621	2.419202	1.000000	3.282198	1.745840
15	0.274349	0.013574	-0.961534	0.235526	-0.970394	0.053502	-0.932341	-0.241144	-0.269424	0.238709	-0.062926	2.504318	1.000000	8.644511	1.980503
14	0.208584	0.972458	-0.104013	0.245214	-0.154956	-0.957005	-0.946765	0.174110	-0.270781	0.190249	0.239336	2.543589	1.000000	4.021279	2.838258
14	0.218806	-0.975768	0.000680	0.230882	0.052450	0.971567	-0.948060	-0.212428	0.236763	0.248336	-0.568590	2.350293	1.000000	2.985884	1.645664
13	0.140637	-0.071136	-0.987502	0.252543	-0.961844	0.105254	-0.957310	-0.264189	-0.117306	0.185817	0.257564	2.523460	1.000000	5.754671	1.897864
13	0.148641	0.076899	0.985897	0.241650	0.963923	-0.111618	-0.958911	0.254833	0.124696	0.282986	-0.562387	2.324505	1.000000	3.384312	1.238244
12	0.068154	-0.016849	-0.997533	0.257708	-0.965627	0.033917	-0.963816	-0.259384	-0.061469	0.193347	0.258489	2.500798	1.000000	5.718027	1.804984
12	0.075636	-0.827472	-0.556390	0.247448	-0.524958	0.814364	-0.965944	-0.199273	0.165051	0.262671	-0.687713	2.260551	1.000000	4.723995	1.437986
11	0.007470	-0.017428	-0.999820	0.260028	-0.965419	0.018771	-0.965572	-0.260122	-0.002680	0.180373	0.268683	2.479266	1.000000	5.731997	1.825259
11	0.009054	0.991463	0.130075	0.254844	0.123497	-0.959064	-0.966940	0.041833	-0.251551	0.172244	-0.587774	2.254448	1.000000	3.849294	1.564932
10	-0.056388	0.036350	0.997747	0.263264	0.964511	-0.020261	-0.963074	0.261529	-0.063957	0.176781	0.296916	2.466702	1.000000	5.923746	1.780435
10	-0.054881	-0.056953	-0.996867	0.259296	-0.964934	0.040853	-0.964237	-0.256242	0.067724	0.231052	-0.520578	2.244279	1.000000	3.510363	1.342490
9	-0.111535	0.018299	-0.993592	0.265850	-0.962840	-0.047575	-0.957541	-0.269452	0.102525	0.192886	0.286471	2.439188	1.000000	5.723021	1.774793
9	-0.115112	-0.973905	-0.195598	0.258024	-0.219464	0.940882	-0.959257	0.057838	0.276553	0.208497	-0.562194	2.209465	1.000000	3.598808	1.627352
8	-0.175090	-0.000922	-0.984552	0.260897	-0.964294	-0.045494	-0.949356	-0.264832	0.169079	0.194597	-0.506362	2.200626	1.000000	3.403911	1.512022
8	-0.169914	0.985112	-0.026161	0.266660	0.020405	-0.963575	-0.948695	-0.170701	-0.266157	0.170941	0.281706	2.419117	1.000000	3.551240	2.847393
7	-0.231055	-0.936800	-0.262716	0.255855	-0.319023	0.912558	-0.938697	0.143634	0.313396	0.212077	-0.558991	2.156247	1.000000	3.737698	1.582479
7	-0.232189	0.019656	-0.972472	0.257940	-0.962756	-0.081046	-0.937846	-0.269658	0.218472	0.178518	0.318536	2.404058	1.000000	5.476532	1.782457
6	-0.288200	0.047514	-0.956391	0.258554	-0.957810	-0.125497	-0.922004	-0.283447	0.263756	0.181993	0.318341	2.379122	1.000000	5.576646	1.866510
6	-0.301073	0.018362	0.953424	0.250679	0.966175	0.060552	-0.920062	0.257234	-0.295492	0.177172	-0.487791	2.158914	1.000000	3.484451	1.523045
5	-0.348038	0.040114	0.936622	0.252700	0.966118	0.052523	-0.902780	0.254964	-0.346383	0.143164	0.017077	2.286348	1.000000	8.729653	1.793326
4	-0.394768	0.039717	0.917922	0.249857	0.966054	0.065655	-0.884155	0.255268	-0.391291	0.148514	0.308108	2.345565	1.000000	5.519476	1.828440
4	-0.402782	-0.048768	-0.913996	0.252671	-0.965701	-0.059821	-0.879729	-0.255035	0.401290	0.173019	-0.468321	2.117776	1.000000	3.654177	1.523520
3	-0.433320	0.043896	0.900171	0.247942	0.966078	0.072244	-0.866463	0.254494	-0.429504	0.153275	0.320064	2.329146	1.000000	5.587556	1.805947
3	-0.440754	0.049442	0.896265	0.254274	0.964460	0.071840	-0.860860	0.259561	-0.437661	0.192262	-0.464038	2.089449	1.000000	3.558371	1.408483
2	-0.463128	-0.882928	0.077139	0.245259	-0.044035	0.968457	-0.851681	0.467438	0.236940	0.156544	0.307196	2.309667	1.000000	3.701166	2.775510
2	-0.470590	-0.050092	-0.880929	0.242491	-0.967286	-0.074536	-0.848377	-0.248693	0.467342	0.194290	-0.465994	2.070891	1.000000	3.509037	1.388729
1	-0.483357	0.041892	0.874420	0.240284	0.966841	0.086503	-0.841801	0.251921	-0.477395	0.141769	0.022723	2.228107	1.000000	8.543616	1.799559
0	-0.493425	0.869696	-0.012630	0.242164	0.123417	-0.962354	-0.835397	-0.477908	-0.271507	0.162208	0.319053	2.295238	1.000000	3.652714	2.711551
0	-0.499807	-0.070680	-0.863248	0.247213	-0.966847	-0.063969	-0.830108	-0.245378	0.500710	0.204449	-0.450059	2.051993	1.000000	3.530602	1.349074
